id,text,timestamp,source,symbols,company_names,url,verified,clean_text,finbert_label
1016331645425782800,$AWR $BKH $CNP $DTE $EIX $EXC $MDU $NI $NJR $PPL $SCG $SR $SRE $SWX $UGI $XLU https://t.co/gseVPlDcgg,2018-07-09 14:42:01+00:00,OLEGEFF,CNP,CenterPoint Energy,https://seekingalpha.com/article/4186072-utilities-dashboard-update?source=tweet,False,awr bkh cnp dte eix exc mdu ni njr ppl scg sr sre swx ugi xlu ,0
1018404561906569200,We calculated 63-day Expected Return of $CAH for you: -12.11% https://t.co/MlNYdwxMmT,2018-07-15 07:59:03+00:00,1MinuteStock,CAH,Cardinal Health,https://unicornbay.com/t/CAH.US?utm_medium=tweet&utm_campaign=expreturn&utm_source=twitter,False,we calculated 63day expected return of cah for you 1211 ,0
1019553612471652400,$PRU open interest for maturity 07/20/2018. High put=90.00 High call=105.00 #maxpain #options… https://t.co/ltIeIrfGXy,2018-07-18 12:04:58+00:00,optioncharts,PRU,Prudential Financial,https://twitter.com/i/web/status/1019553612471652353,False,pru open interest for maturity 07202018 high put9000 high call10500 maxpain options ,0
1017207672632946700,@PuranTrades @RudolphAnthonyG @mafiadaytrading @Briggs713 @averydaytrading @scotty_phan Usually r/s go over 50-120%… https://t.co/cps7w1mECg,2018-07-12 00:43:02+00:00,UltimateJZ,DCIX,Diana Containerships Inc.,https://twitter.com/i/web/status/1017207672632946691,False,purantrades rudolphanthonyg mafiadaytrading briggs713 averydaytrading scotty_phan usually rs go over 50120 ,0
1019638028426514400,RT @myrollingstocks: We like $ALGN before the release https://t.co/bGpgmJCZnC,2018-07-18 17:40:24+00:00,luzgarciacalde1,ALGN,Align Technology,http://ow.ly/3FbW30l02yn,False,rt myrollingstocks we like algn before the release ,0
1019293681231253500,Honeywell Intl INC $HON Shareholder Brookside Capital Management LLC Increased Position by $48.04 Million as Market Value Declined ...,2018-07-17 18:52:05+00:00,reurope_stock,HON,Honeywell International Inc.,,False,honeywell intl inc hon shareholder brookside capital management llc increased position by 4804 million as market value declined ,1
1018928174271381500,https://t.co/vH90d4KEQT Are you sitting around wondering what to do with your bags?  Like to game?  $DXC is almost… https://t.co/BeRhNrflYi,2018-07-16 18:39:42+00:00,HardBlockMiner,DXC,DXC Technology Company,https://hub.dixicoin.net/,False, are you sitting around wondering what to do with your bags  like to game  dxc is almost ,0
1018560493764730900,Atlanta Capital Management Co LLC Trimmed Its Position in Ansys INC $ANSS by $77.95 Million as Shares Rose https://t.co/S3IoiQcdwo,2018-07-15 18:18:40+00:00,reurope_stock,ANSS,ANSYS,https://reurope.com/2018/07/15/atlanta-capital-management-co-llc-trimmed-its-position-in-ansys-inc-anss-by-77-95-million-as-shares-rose/,False,atlanta capital management co llc trimmed its position in ansys inc anss by 7795 million as shares rose ,0
1018859013558165500,Rival retailers catch a ride on Amazon's Prime Day tailwinds https://t.co/GKky7PqkMr via @technology #PrimeDay $WMT $TGT $BBY $M,2018-07-16 14:04:52+00:00,bizboyle,BBY,Best Buy Co.,https://www.bloomberg.com/news/articles/2018-07-16/rival-retailers-try-to-catch-ride-on-amazon-prime-s-tailwinds,False,rival retailers catch a ride on amazons prime day tailwinds  via technology primeday wmt tgt bby m,1
1019275344787005400,Trade on Binance with 50% discount trading fee 💸  Register for BONUS ➡️ https://t.co/WbsCd1Jgim  $SWFTC $LINK… https://t.co/vuRANZeQyK,2018-07-17 17:39:14+00:00,chloeball366,WLL,Whiting Petroleum Corporation,http://binance.com/?ref=10078236,False,trade on binance with 50 discount trading fee   register for bonus    swftc link ,0
1019356501515866100,$FOXA high OI range is 46.00 to 34.00 for option expiration 07/20/2018 #maxpain #options https://t.co/6sscoaiPuP https://t.co/bY8tB4ElL2,2018-07-17 23:01:43+00:00,optioncharts,FOXA,Twenty-First Century Fox,http://maximum-pain.com/options/open-interest/FOXA,False,foxa high oi range is 4600 to 3400 for option expiration 07202018 maxpain options  ,0
1019597713208414200,A bullish Big MAC (Bullish) has occurred at 10:15 AM Jul 18 at  $53.38 on Charles Schwab Corp (SCHW) $SCHW Want to… https://t.co/JwWes8Auzw,2018-07-18 15:00:12+00:00,websofttechies,SCHW,The Charles Schwab Corporation,https://twitter.com/i/web/status/1019597713208414213,False,a bullish big mac bullish has occurred at 1015 am jul 18 at  5338 on charles schwab corp schw schw want to ,1
1017091111054200800,$CL $CPB $CVGW $DF $FLO $GIS $KHC $PG $PSCC $TSN $XLP https://t.co/BOAB000Y3G,2018-07-11 16:59:52+00:00,jjjinvesting,TSN,Tyson Foods,https://seekingalpha.com/article/4186363-contrarian-foray-consumer-staples?source=tweet,False,cl cpb cvgw df flo gis khc pg pscc tsn xlp ,0
1019730002361946100,RT @moonhumster: Binance distributes every fork meaning you get free airdrop !  Register for BONUS  https://t.co/53MdLdjFFz $ENRG $UCT $LTC…,2018-07-18 23:45:52+00:00,wyZINx8surZpoIJ,KMI,Kinder Morgan,https://www.binance.com/?ref=13937988,False,rt moonhumster binance distributes every fork meaning you get free airdrop   register for bonus   enrg uct ltc,0
1019690133786890200,Binance has over 3 million users! Join us today! 😊  Register for BONUS ➡️ https://t.co/sAIS0nxjBb  $MOBI $IOTA… https://t.co/wq3nX4Oh02,2018-07-18 21:07:27+00:00,danhodges4591,APH,Amphenol Corporation,http://binance.com/?ref=10078236,False,binance has over 3 million users join us today   register for bonus    mobi iota ,0
1018834596438216700,$trip Poker 21:10〜出演予定‼️DMにてご予約お待ちしてます(^_^) https://t.co/biN4cYFmzQ,2018-07-16 12:27:51+00:00,HIRO61576813,TRIP,TripAdvisor,https://twitter.com/stripxx/status/1018506902001496064,False,trip poker 2110出演予定dmにてご予約お待ちしてます_ ,0
1018244825563516900,McKesson Co. $MCK Shares Bought by Campbell &amp; CO Investment Adviser LLC https://t.co/DFBhl3CccK,2018-07-14 21:24:19+00:00,ConsumerFeed,MCK,McKesson Corporation,https://ift.tt/2ul5VG4,False,mckesson co mck shares bought by campbell amp co investment adviser llc ,0
1018484991519576000,Financial Contrast: Liquidity Services $LQDT and Accenture $ACN https://t.co/SJk6V8kPpi,2018-07-15 13:18:39+00:00,TheMarketsDaily,ACN,Accenture plc,http://zpr.io/6XscQ,False,financial contrast liquidity services lqdt and accenture acn ,0
1019727980854169600,Traders Sell CIGNA $CI on Strength $CI https://t.co/qrl3zEmUck,2018-07-18 23:37:50+00:00,WeekHerald,CI,Cigna Corporation,http://weekherald.com/?p=2999294,False,traders sell cigna ci on strength ci ,2
1018214128849244200,Avery Dennison $AVY Given a $111.00 Price Target by Loop Capital Analysts https://t.co/r1yv6NT599,2018-07-14 19:22:20+00:00,WeekHerald,AVY,Avery Dennison Corporation,http://weekherald.com/?p=2988092,False,avery dennison avy given a 11100 price target by loop capital analysts ,0
1017353383387193300,We calculated 63-day Expected Return of $ROST for you: 10.73% https://t.co/1p36chqGXJ,2018-07-12 10:22:02+00:00,1MinuteStock,ROST,Ross Stores,https://unicornbay.com/t/ROST.US?utm_medium=tweet&utm_campaign=expreturn&utm_source=twitter,False,we calculated 63day expected return of rost for you 1073 ,0
1019584702506680300,RT @absurdcomrade: @PeaceIsRightHya @wgeary @delshade @SIPRIorg US is an unparalleled case where the state military apparatus functions in…,2018-07-18 14:08:30+00:00,DaniQ27,LMT,Lockheed Martin Corporation,,False,rt absurdcomrade peaceisrighthya wgeary delshade sipriorg us is an unparalleled case where the state military apparatus functions in,1
1018259819503943700,RT @CryptoSave: Pioneers of Midas are voting now on the pooling of the @DiviProject using $DIVX &amp; $ETH before the $DIVI MainNet. 😊  The vot…,2018-07-14 22:23:53+00:00,mrSo_upp,MAS,Masco Corporation,,False,rt cryptosave pioneers of midas are voting now on the pooling of the diviproject using divx amp eth before the divi mainnet   the vot,0
1019365644972822500,$DayTrades .. WL for 7/18/18 **************************************************** $ROKU $OSTK $AQXP $TPH $OPK $SPY… https://t.co/JGpVD03qsb,2018-07-17 23:38:03+00:00,SpiderMan_3s,PHM,PulteGroup,https://twitter.com/i/web/status/1019365644972822528,False,daytrades  wl for 71818  roku ostk aqxp tph opk spy ,0
1019339872065245200,@GuyAdami Does it make sense $RIG has outperformed $SLB by this much YTD &amp; LAST 12 Mo’s?? Until very recently… https://t.co/jEyLNQd1Hc,2018-07-17 21:55:38+00:00,JCEstevesJR,RIG,Transocean Ltd.,https://twitter.com/i/web/status/1019339872065245185,False,guyadami does it make sense rig has outperformed slb by this much ytd amp last 12 mos until very recently ,1
1018330008492920800,Head to Head Review: Sol Gel Technologies $SLGL vs. Perrigo $PRGO https://t.co/dtl3flJXW9,2018-07-15 03:02:48+00:00,OlympiaReport,PRGO,Perrigo Company plc,http://theolympiareport.com/?p=923283,False,head to head review sol gel technologies slgl vs perrigo prgo ,0
1017876356615540700,A bullish Big MAC (Bullish) has occurred at 4:00 PM Jul 13 at  $77.32 on Akamai Technologies Inc (AKAM) $AKAM Want… https://t.co/3KUNYUHsWS,2018-07-13 21:00:09+00:00,websofttechies,AKAM,Akamai Technologies,https://twitter.com/i/web/status/1017876356615540737,False,a bullish big mac bullish has occurred at 400 pm jul 13 at  7732 on akamai technologies inc akam akam want ,1
1018879168883445800,Ross Stores Inc $ROST Shifting Institutional Investors Sentiment - https://t.co/Jsw2rMDaUg,2018-07-16 15:24:58+00:00,whatsonthorold2,ROST,Ross Stores,https://www.whatsonthorold.com/2018/07/16/ross-stores-inc-nasdaqrost-shifting-institutional-investors-sentiment/,False,ross stores inc rost shifting institutional investors sentiment  ,0
1018422892546220000,Murphy Oil $MUR PT Raised to $36.00 at Barclays https://t.co/UXYkWpuH57,2018-07-15 09:11:53+00:00,ConsumerFeed,MUR,Murphy Oil Corporation,http://zpr.io/6XRXw,False,murphy oil mur pt raised to 3600 at barclays ,0
1019093671298420700,Head to Head Contrast: Perrigo $PRGO vs. ASLAN PHARMACEUTICALS ADR REP 5 $ASLN https://t.co/W11MQfLoT4,2018-07-17 05:37:19+00:00,ZolmaxNews,PRGO,Perrigo Company plc,http://zolmax.com/?p=2386161,False,head to head contrast perrigo prgo vs aslan pharmaceuticals adr rep 5 asln ,0
1019680433599123500,RT @invest_in_hd: 'Nuff said!  $TEL #telcoin #Telfam #crypto #Blockchain #ethereum #bitcoin $BTC $ETH https://t.co/dkRvaYzgcd,2018-07-18 20:28:54+00:00,5paam,TEL,TE Connectivity Ltd.,https://twitter.com/CRYPTOVERLOAD/status/1017805976093822977,False,rt invest_in_hd nuff said  tel telcoin telfam crypto blockchain ethereum bitcoin btc eth ,0
1017610902458241000,RT @robles_jdaniel: @TrainWithBain @ksenapathy @MonsantoCo Indeed. Trial of the century. #RoundupTrial #DeWayneJohnson #GlyphosateGate  #Wo…,2018-07-13 03:25:20+00:00,PositivelyJoan,MON,Monsanto Company,,False,rt robles_jdaniel trainwithbain ksenapathy monsantoco indeed trial of the century rounduptrial dewaynejohnson glyphosategate  wo,0
1019082467087614000,Zacks: Brokerages Anticipate ON Semiconductor Corp $ON to Post $0.45 Earnings Per Share https://t.co/YuftfrDAHK,2018-07-17 04:52:48+00:00,WatchlistN,ON,ON Semiconductor Corporation,http://zpr.io/6XDij,False,zacks brokerages anticipate on semiconductor corp on to post 045 earnings per share ,0
1019240157290090500,$MMM nasty break out. Just need 202.58 to be broken and we should have a ton of upside here,2018-07-17 15:19:24+00:00,PennyLoser,MMM,3M Company,,False,mmm nasty break out just need 20258 to be broken and we should have a ton of upside here,1
1017740556871626800,$AZO Max Pain=665.00. Maturity=07/20/2018. #maxpain #options https://t.co/Jh04HCu62h https://t.co/rEOA0n5hqe,2018-07-13 12:00:32+00:00,optioncharts,AZO,AutoZone,http://maximum-pain.com/options/max-pain/AZO,False,azo max pain66500 maturity07202018 maxpain options  ,0
1019486500004810800,Metlife Inc $MET Sees Large Decline in Short Interest https://t.co/1qL1Fltchl,2018-07-18 07:38:17+00:00,dispatchtribune,MET,MetLife,http://dispatchtribunal.com/?p=2060656,False,metlife inc met sees large decline in short interest ,2
1019538621752336400,Breaking: Prudential PLC $PRU Overweight Rating Reiterated at Barclays Capital Today; The Price Objective Given is… https://t.co/9GNfKTLN3D,2018-07-18 11:05:24+00:00,mmahotstuff1,PRU,Prudential Financial,https://twitter.com/i/web/status/1019538621752336384,False,breaking prudential plc pru overweight rating reiterated at barclays capital today the price objective given is ,1
1018882868251111400,Hartford Financial Services Group Inc $HIG Institutional Investor Sentiment Is 0.71 - https://t.co/kaw1Ktk7k8,2018-07-16 15:39:40+00:00,mmahotstuff1,HIG,The Hartford Financial Services Group,https://www.mmahotstuff.com/2018/07/16/hartford-financial-services-group-inc-nysehig-institutional-investor-sentiment-is-0-71.html,False,hartford financial services group inc hig institutional investor sentiment is 071  ,0
1019581306433392600,@bostonshane666 @jonnajarian shane - do you like $MAS here?,2018-07-18 13:55:01+00:00,batman10023,MAS,Masco Corporation,,False,bostonshane666 jonnajarian shane  do you like mas here,0
1018980131069546500,U.S. Dept. of Defense's Mega-Contracts for Monday Jul 16 - $LMT $COL $NOC $HRS $GD  https://t.co/hNaZIPEVa5,2018-07-16 22:06:09+00:00,bdailystocks,NOC,Northrop Grumman Corporation,http://crweworld.com/usa/trendingnow/markets/738260/contracts-for-july-16-2018,False,us dept of defenses megacontracts for monday jul 16  lmt col noc hrs gd  ,0
1019008781240242200,RT @valvesound80: $DHR Good to set a bit of volume turn up yesterday indicators crossed late  last week signalling a move is close to the…,2018-07-17 00:00:00+00:00,thegoldentrade,DHR,Danaher Corporation,,False,rt valvesound80 dhr good to set a bit of volume turn up yesterday indicators crossed late  last week signalling a move is close to the,1
1019628675778609200,Gilead Sciences $GILD Upgraded to Buy by Zacks Investment Research  https://t.co/NIXqRZH9Ea,2018-07-18 17:03:14+00:00,EnterpriseLeade,GILD,Gilead Sciences,http://theenterpriseleader.com/?p=995389,False,gilead sciences gild upgraded to buy by zacks investment research  ,1
1019540380856016900,Analysts are on the Bearish side about 3M Company $MMM this week. - https://t.co/xjHOTyqKkX,2018-07-18 11:12:23+00:00,mmahotstuff1,MMM,3M Company,https://www.mmahotstuff.com/2018/07/18/analysts-are-on-the-bearish-side-about-3m-company-nysemmm-this-week.html,False,analysts are on the bearish side about 3m company mmm this week  ,2
1019318828218699800,$CSX $UNP $KSU:  CSX Stock Jumps After Rail Giant Crushes Earnings Views:  https://t.co/Euq0TBKHuh,2018-07-17 20:32:01+00:00,StockNewsWires,KSU,Kansas City Southern,https://www.StockNewsWires.com/csx-unp-ksu-csx-stock-jumps-after-rail-giant-crushes-earnings-views/,False,csx unp ksu  csx stock jumps after rail giant crushes earnings views  ,1
1017149225291997200,Humana And Private Equity Finalize $1.4 Billon Curo Health Hospice Deal via @forbes https://t.co/dvo2YpPNCS @Humana $HUM,2018-07-11 20:50:47+00:00,brucejapsen,HUM,Humana Inc.,http://www.forbes.com/sites/brucejapsen/2018/07/11/humana-and-private-equity-finalize-1-4-billon-curo-health-hospice-deal/#390bdc8d493c,False,humana and private equity finalize 14 billon curo health hospice deal via forbes  humana hum,0
1017159482181341200,EPS for Becton Dickinson and Company $BDX Expected At $2.84 - https://t.co/Y3jEdlfkRZ,2018-07-11 21:31:33+00:00,mmahotstuff1,BDX,Becton Dickinson,https://www.mmahotstuff.com/2018/07/11/eps-for-becton-dickinson-and-company-bdx-expected-at-2-84.html,False,eps for becton dickinson and company bdx expected at 284  ,0
1019432104298414100,$QQQ $QLD $TQQQ $WTW https://t.co/E0iTJbWDjC,2018-07-18 04:02:08+00:00,SmtimerC,TQQQ,ProShares UltraPro QQQ,http://www.smtimer.com/blog,False,qqq qld tqqq wtw ,0
1018368632290717700,Laboratory Corp. of America Holdings $LH Receives Consensus Recommendation of “Buy” from Brokerages https://t.co/EfTDISZuLf,2018-07-15 05:36:16+00:00,ThisLincolnian,LH,Laboratory Corporation of America Holdings,http://thelincolnianonline.com/?p=2182798,False,laboratory corp of america holdings lh receives consensus recommendation of buy from brokerages ,1
1019717692327186400,RT @rayhanazad1: $EMB coin giveaway Total coin giveaway 10000  To win you must  Follow Like Retweet  I will pick a winner after 30 Retweet…,2018-07-18 22:56:57+00:00,dskraib,ETN,Eaton Corporation plc,,False,rt rayhanazad1 emb coin giveaway total coin giveaway 10000  to win you must  follow like retweet  i will pick a winner after 30 retweet,0
1016333176606773200,Check out these 10 Dividend Champions With 20% Stock Price Potential -&gt; https://t.co/VLghgYivTo - $ORI $DOV $NUE… https://t.co/46CnOhv8tL,2018-07-09 14:48:06+00:00,DividendSheet,PNR,Pentair plc,https://goo.gl/AQV5EZ,False,check out these 10 dividend champions with 20 stock price potential gt   ori dov nue ,0
1019605158756569100,MONDELEZ INTERNATIONAL INC Common Stock $MDLZ Price Target Cut to $51.00  https://t.co/cTPXk3c22f,2018-07-18 15:29:47+00:00,EnterpriseLeade,MDLZ,Mondelez International,http://theenterpriseleader.com/?p=995170,False,mondelez international inc common stock mdlz price target cut to 5100  ,0
1019662343372976100,RT @NSHBIZSichko: EXCLUSIVE: Hilton-brand hotel on tap for @YazooBrew's Gulch home https://t.co/qMv8LmW0QK @canopybyhilton $HLT @yazoobrewm…,2018-07-18 19:17:01+00:00,karenhasdorff65,HLT,Hilton Worldwide Holdings Inc.,http://bizj.us/1pnoav,False,rt nshbizsichko exclusive hiltonbrand hotel on tap for yazoobrews gulch home  canopybyhilton hlt yazoobrewm,0
1017063348435898400,O’Reilly Automotive $ORLY Rating Lowered to Sell at Zacks Investment Research https://t.co/gvqEiblZAn,2018-07-11 15:09:33+00:00,ThisLincolnian,ORLY,O'Reilly Automotive,http://thelincolnianonline.com/?p=2176744,False,oreilly automotive orly rating lowered to sell at zacks investment research ,2
1017551563815047200,"Breaking: Numis Keeps GBX 1380.00 Price Objective On Abcam $ABC Shares Keeps Their Original ""Hold"" Rating https://t.co/GEhBdaKDFK",2018-07-12 23:29:32+00:00,reurope_stock,ABC,AmerisourceBergen Corporation,https://reurope.com/2018/07/12/breaking-numis-keeps-gbx-1380-00-price-objective-on-abcam-lonabc-shares-keeps-their-original-hold-rating/,False,breaking numis keeps gbx 138000 price objective on abcam abc shares keeps their original hold rating ,0
1019538817517260800,BidaskClub Downgrades Equinix $EQIX to Hold https://t.co/YEhnlW4ZRP,2018-07-18 11:06:10+00:00,TheMarketsDaily,EQIX,Equinix,http://zpr.io/6Xe67,False,bidaskclub downgrades equinix eqix to hold ,2
1016495088346828800,$HP high OI range is 65.00 to 72.50 for option expiration 07/20/2018 #maxpain #options https://t.co/CkZr7til2S https://t.co/R89Y0eM4Fx,2018-07-10 01:31:29+00:00,optioncharts,HP,Helmerich & Payne,http://maximum-pain.com/options/open-interest/HP,False,hp high oi range is 6500 to 7250 for option expiration 07202018 maxpain options  ,0
1018348942034075600,What Do Moving Averages Indicate? – Monsanto Company (NYSE: MON) https://t.co/kmiVSp54T2 $MON #stocks #stockmarket,2018-07-15 04:18:02+00:00,StocksPredictr,MON,Monsanto Company,http://www.wallstreetnews24.com/2018/03/15/what-do-moving-averages-indicate-monsanto-company-nyse-mon-2/,False,what do moving averages indicate  monsanto company nyse mon  mon stocks stockmarket,0
1016576140457041900,RT @TradeSatoshi: $AMG AMGCHAIN  will be delisted from Tradesatoshi the 31/07/18 devs reset the blockchain and did not inform us causing lo…,2018-07-10 06:53:33+00:00,CryptoMoguMogu,AMG,Affiliated Managers Group,,False,rt tradesatoshi amg amgchain  will be delisted from tradesatoshi the 310718 devs reset the blockchain and did not inform us causing lo,0
1017414200887398400,This is what analysts have to say about Ross Stores Inc. $ROST after last week. https://t.co/gQzNb91J5D,2018-07-12 14:23:42+00:00,The_CasualSmart,ROST,Ross Stores,https://floridarecorder.com/2018/07/12/this-is-what-analysts-have-to-say-about-ross-stores-inc-nasdaqrost-after-last-week/,False,this is what analysts have to say about ross stores inc rost after last week ,0
1019283253834813400,$SVM full exit yesterday for a small loss. Miners have been though. Still long $EXR https://t.co/kB8ReQVrbE,2018-07-17 18:10:39+00:00,X16Trader,EXR,Extra Space Storage Inc.,,False,svm full exit yesterday for a small loss miners have been though still long exr ,0
1016676230286827500,Harris to enhance NGA's global geospatial databases https://t.co/R31nIxQ4a0 $HRS,2018-07-10 13:31:16+00:00,MarketCurrents,HRS,Harris Corporation,https://seekingalpha.com/news/3368916-harris-enhance-ngas-global-geospatial-databases?source=feed_f,False,harris to enhance ngas global geospatial databases  hrs,1
1016390437475455000,Consolidated Edison Inc. $ED Receives Average Rating of “Hold” from Brokerages https://t.co/5OJkWvctFL,2018-07-09 18:35:38+00:00,MareaInformativ,ED,Consolidated Edison,http://www.mareainformativa.com/?p=411644,False,consolidated edison inc ed receives average rating of hold from brokerages ,0
1017801841952862200,https://t.co/d1sEXKmGK6 $NTAP  #42sTop42 NetApp notable market movement up 1.0% = $207.5 million gain.  #NASDAQ… https://t.co/EpWtNdC8gD,2018-07-13 16:04:03+00:00,42Stocks,NTAP,NetApp,http://42stocks.com/sym/ntap.html,False, ntap  42stop42 netapp notable market movement up 10  2075 million gain  nasdaq ,1
1019480353151561700,M&amp;T Bank Co. $MTB Forecasted to Earn Q1 2019 Earnings of $2.93 Per Share https://t.co/Dd1tyrVAVv,2018-07-18 07:13:51+00:00,dispatchtribune,MTB,M&T Bank Corporation,http://dispatchtribunal.com/?p=2060605,False,mampt bank co mtb forecasted to earn q1 2019 earnings of 293 per share ,0
1016732394001444900,$BWA! $IM $FOR $SEAS $HE $HUM $MY $SAP $BAM!,2018-07-10 17:14:27+00:00,stockbard,BWA,BorgWarner Inc.,,False,bwa im for seas he hum my sap bam,0
1019538210265927700,$ABT $AA $AXP $lASML $BMI $BHLB $CP $CCK $CVBF $EGBN $ERIC $IBM. $GSBC $MS $MTB $NVS $PLXS $RCFN… https://t.co/Z6ULnWu6Nj,2018-07-18 11:03:46+00:00,Mkt5Challenge,MTB,M&T Bank Corporation,https://twitter.com/i/web/status/1019538210265927682,False,abt aa axp lasml bmi bhlb cp cck cvbf egbn eric ibm gsbc ms mtb nvs plxs rcfn ,0
1018889816631644200,Motorola Solutions Inc. $MSI's Stock Is Buy After Reaching 52-Week High - https://t.co/YsGemKNOKd,2018-07-16 16:07:16+00:00,bibeypost_stock,MSI,Motorola Solutions,https://www.bibeypost.com/motorola-solutions-inc-msis-stock-is-buy-after-reaching-52-week-high/,False,motorola solutions inc msis stock is buy after reaching 52week high  ,1
1016756451430293500,$EQT has a bad technical rating but it does show a decent setup pattern. https://t.co/b61G4iB6K5 #EqtecPlc… https://t.co/jdVh0ZcGyV,2018-07-10 18:50:03+00:00,ChartMill,EQT,EQT Corporation,https://www.chartmill.com/analyze.php?utm_source=twitterEU&utm_medium=TA&utm_content=SETUP&utm_campaign=social_tracking#/EQT.L?key=d8845d72-d3e1-40de-89ee-0eb03c49886e,False,eqt has a bad technical rating but it does show a decent setup pattern  eqtecplc ,2
1017527866794348500,Afters-Hours Most Active Stocks: $T $GM $BAC $INTC $WFC $WPX $CSCO $VZ $CMCSA $BEN $PCG $SO $AAPL $EXC $PF $AMAT… https://t.co/iwXAeNiO7M,2018-07-12 21:55:22+00:00,AccurateTrading,BEN,Franklin Resources,https://twitter.com/i/web/status/1017527866794348549,False,aftershours most active stocks t gm bac intc wfc wpx csco vz cmcsa ben pcg so aapl exc pf amat ,0
1018964511636590600,Unum declares $0.26 dividend https://t.co/FUFvVGWfR0 $UNM,2018-07-16 21:04:05+00:00,MarketCurrents,UNM,Unum Group,https://seekingalpha.com/news/3370469-unum-declares-0_26-dividend?source=feed_f,False,unum declares 026 dividend  unm,0
1019694552872087600,RT @Benzinga: Netflix To Bring Comedy To New Sirius XM Channel https://t.co/vKpwcAb6Gj $NFLX $SIRI $SPOT $T $AMZN $DIS,2018-07-18 21:25:01+00:00,tradnews_,NFLX,Netflix,https://benzinga.com/z/12038245,False,rt benzinga netflix to bring comedy to new sirius xm channel  nflx siri spot t amzn dis,0
1018823646738092000,$ATE $ALL $IT $HUM $MR $ACRE $OUT $CUBS $HE $ATE $AT $DATA,2018-07-16 11:44:20+00:00,stockbard,HUM,Humana Inc.,,False,ate all it hum mr acre out cubs he ate at data,0
1019651093935075300,$PH ALERT: New Parker Hannifin Corp. SEC Filing From our Stock News Alerts App,2018-07-18 18:32:19+00:00,Allstocknews,PH,Parker-Hannifin Corporation,,False,ph alert new parker hannifin corp sec filing from our stock news alerts app,0
1018983967758774300,$CVS: CVS Health responds to request for information on Trump Administration's Blueprint to Lower Drug Prices https://t.co/Ivo67u0ZWU,2018-07-16 22:21:24+00:00,Briefingcom,CVS,CVS Health Corporation,http://bit.ly/2LkiISy,False,cvs cvs health responds to request for information on trump administrations blueprint to lower drug prices ,0
